date,ticker,close,sma_50,sma_200
2020-11-02 00:00:00,^GSPC,3310.239990234375,3310.239990234375,3310.239990234375
2020-11-03 00:00:00,^GSPC,3369.159912109375,3339.699951171875,3339.699951171875
2020-11-04 00:00:00,^GSPC,3443.43994140625,3374.2799479166665,3374.2799479166665
2020-11-05 00:00:00,^GSPC,3510.449951171875,3408.3224487304688,3408.3224487304688
2020-11-06 00:00:00,^GSPC,3509.43994140625,3428.545947265625,3428.545947265625
2020-11-09 00:00:00,^GSPC,3550.5,3448.871622721354,3448.871622721354
2020-11-10 00:00:00,^GSPC,3545.530029296875,3462.6799665178573,3462.6799665178573
2020-11-11 00:00:00,^GSPC,3572.659912109375,3476.427459716797,3476.427459716797
2020-11-12 00:00:00,^GSPC,3537.010009765625,3483.1588541666665,3483.1588541666665
2020-11-13 00:00:00,^GSPC,3585.14990234375,3493.357958984375,3493.357958984375
2020-11-16 00:00:00,^GSPC,3626.909912109375,3505.4990456321025,3505.4990456321025
2020-11-17 00:00:00,^GSPC,3609.530029296875,3514.1682942708335,3514.1682942708335
2020-11-18 00:00:00,^GSPC,3567.7900390625,3518.2930438701924,3518.2930438701924
2020-11-19 00:00:00,^GSPC,3581.8701171875,3522.8342633928573,3522.8342633928573
2020-11-20 00:00:00,^GSPC,3557.5400390625,3525.147981770833,3525.147981770833
2020-11-23 00:00:00,^GSPC,3577.590087890625,3528.4256134033203,3528.4256134033203
2020-11-24 00:00:00,^GSPC,3635.409912109375,3534.718807444853,3534.718807444853
2020-11-25 00:00:00,^GSPC,3629.64990234375,3539.9927571614585,3539.9927571614585
2020-11-27 00:00:00,^GSPC,3638.35009765625,3545.1694592927633,3545.1694592927633
2020-11-30 00:00:00,^GSPC,3621.6298828125,3548.99248046875,3548.99248046875
2020-12-01 00:00:00,^GSPC,3662.449951171875,3554.395217168899,3554.395217168899
2020-12-02 00:00:00,^GSPC,3669.010009765625,3559.60498046875,3559.60498046875
2020-12-03 00:00:00,^GSPC,3666.719970703125,3564.262153957201,3564.262153957201
2020-12-04 00:00:00,^GSPC,3699.1201171875,3569.8812357584634,3569.8812357584634
2020-12-07 00:00:00,^GSPC,3691.9599609375,3574.764384765625,3574.764384765625
2020-12-08 00:00:00,^GSPC,3702.25,3579.667677659255,3579.667677659255
2020-12-09 00:00:00,^GSPC,3672.820068359375,3583.117766203704,3583.117766203704
2020-12-10 00:00:00,^GSPC,3668.10009765625,3586.152849469866,3586.152849469866
2020-12-11 00:00:00,^GSPC,3663.4599609375,3588.818611934267,3588.818611934267
2020-12-14 00:00:00,^GSPC,3647.489990234375,3590.7743245442707,3590.7743245442707
2020-12-15 00:00:00,^GSPC,3694.6201171875,3594.1241888230848,3594.1241888230848
2020-12-16 00:00:00,^GSPC,3701.169921875,3597.469367980957,3597.469367980957
2020-12-17 00:00:00,^GSPC,3722.47998046875,3601.257568359375,3601.257568359375
2020-12-18 00:00:00,^GSPC,3709.409912109375,3604.43851964614,3604.43851964614
2020-12-21 00:00:00,^GSPC,3694.919921875,3607.0237025669644,3607.0237025669644
2020-12-22 00:00:00,^GSPC,3687.260009765625,3609.252488878038,3609.252488878038
2020-12-23 00:00:00,^GSPC,3690.010009765625,3611.4351245777025,3611.4351245777025
2020-12-24 00:00:00,^GSPC,3703.06005859375,3613.846307051809,3613.846307051809
2020-12-28 00:00:00,^GSPC,3735.360107421875,3616.9620455228364,3616.9620455228364
2020-12-29 00:00:00,^GSPC,3727.0400390625,3619.713995361328,3619.713995361328
2020-12-30 00:00:00,^GSPC,3732.0400390625,3622.4536549637955,3622.4536549637955
2020-12-31 00:00:00,^GSPC,3756.070068359375,3625.6349981398807,3625.6349981398807
2021-01-04 00:00:00,^GSPC,3700.64990234375,3627.379530795785,3627.379530795785
2021-01-05 00:00:00,^GSPC,3726.860107421875,3629.6404529918323,3629.6404529918323
2021-01-06 00:00:00,^GSPC,3748.139892578125,3632.2737738715277,3632.2737738715277
2021-01-07 00:00:00,^GSPC,3803.7900390625,3636.002388332201,3636.002388332201
2021-01-08 00:00:00,^GSPC,3824.679931640625,3640.016804147274,3640.016804147274
2021-01-11 00:00:00,^GSPC,3799.610107421875,3643.3416646321616,3643.3416646321616
2021-01-12 00:00:00,^GSPC,3801.18994140625,3646.563058035714,3646.563058035714
2021-01-13 00:00:00,^GSPC,3809.840087890625,3649.8285986328124,3649.8285986328124
2021-01-14 00:00:00,^GSPC,3795.5400390625,3659.534599609375,3652.685685700061
2021-01-15 00:00:00,^GSPC,3768.25,3667.5164013671874,3654.9080763596753
2021-01-19 00:00:00,^GSPC,3798.909912109375,3674.62580078125,3657.6250921285377
2021-01-20 00:00:00,^GSPC,3851.85009765625,3681.4538037109373,3661.221851490162
2021-01-21 00:00:00,^GSPC,3853.070068359375,3688.32640625,3664.710000887784
2021-01-22 00:00:00,^GSPC,3841.469970703125,3694.1458056640627,3667.866428920201
2021-01-25 00:00:00,^GSPC,3855.360107421875,3700.3424072265625,3671.1557917009322
2021-01-26 00:00:00,^GSPC,3849.6201171875,3705.881611328125,3674.232762830011
2021-01-27 00:00:00,^GSPC,3750.77001953125,3710.1568115234377,3675.530004469015
2021-01-28 00:00:00,^GSPC,3787.3798828125,3714.2014111328126,3677.394169108073
2021-01-29 00:00:00,^GSPC,3714.239990234375,3715.9480126953126,3677.9981989626026
2021-02-01 00:00:00,^GSPC,3773.860107421875,3719.2346142578126,3679.5443587764616
2021-02-02 00:00:00,^GSPC,3826.31005859375,3724.4050146484374,3681.8739730592756
2021-02-03 00:00:00,^GSPC,3830.169921875,3729.3710107421875,3684.1910972595215
2021-02-04 00:00:00,^GSPC,3871.739990234375,3735.655009765625,3687.07646484375
2021-02-05 00:00:00,^GSPC,3886.830078125,3741.8398095703124,3690.103034741951
2021-02-08 00:00:00,^GSPC,3915.590087890625,3747.4434130859377,3693.4685131471547
2021-02-09 00:00:00,^GSPC,3911.22998046875,3753.0750146484374,3696.6708876665903
2021-02-10 00:00:00,^GSPC,3909.8798828125,3758.5056103515626,3699.7608731034875
2021-02-11 00:00:00,^GSPC,3916.3798828125,3764.4006103515626,3702.8554303850447
2021-02-12 00:00:00,^GSPC,3934.830078125,3769.848212890625,3706.1226789447624
2021-02-16 00:00:00,^GSPC,3932.590087890625,3775.119814453125,3709.268059624566
2021-02-17 00:00:00,^GSPC,3931.330078125,3780.4120166015623,3712.310005083476
2021-02-18 00:00:00,^GSPC,3913.969970703125,3784.709013671875,3715.0351397540117
2021-02-19 00:00:00,^GSPC,3906.7099609375,3789.004013671875,3717.5908040364584
2021-02-22 00:00:00,^GSPC,3876.5,3792.489013671875,3719.681714509663
2021-02-23 00:00:00,^GSPC,3881.3701171875,3796.6600146484375,3721.781563895089
2021-02-24 00:00:00,^GSPC,3925.429931640625,3801.806611328125,3724.3924404046475
2021-02-25 00:00:00,^GSPC,3829.340087890625,3805.1242138671873,3725.720891638647
2021-02-26 00:00:00,^GSPC,3811.14990234375,3808.397412109375,3726.788754272461
2021-03-01 00:00:00,^GSPC,3901.820068359375,3812.5414111328123,3728.949634693287
2021-03-02 00:00:00,^GSPC,3870.2900390625,3815.9238134765624,3730.6732981612045
2021-03-03 00:00:00,^GSPC,3819.719970703125,3817.86861328125,3731.746149637613
2021-03-04 00:00:00,^GSPC,3768.469970703125,3819.049814453125,3732.1833379836307
2021-03-05 00:00:00,^GSPC,3841.93994140625,3821.99021484375,3733.4745921415442
2021-03-08 00:00:00,^GSPC,3821.35009765625,3824.6720166015625,3734.4964003452037
2021-03-09 00:00:00,^GSPC,3875.43994140625,3828.380615234375,3736.1164410470546
2021-03-10 00:00:00,^GSPC,3898.81005859375,3832.295615234375,3737.96523215554
2021-03-11 00:00:00,^GSPC,3939.340087890625,3836.37521484375,3740.227870984024
2021-03-12 00:00:00,^GSPC,3943.340087890625,3840.7012158203124,3742.484673394097
2021-03-15 00:00:00,^GSPC,3968.93994140625,3845.4392138671874,3744.973192822802
2021-03-16 00:00:00,^GSPC,3962.7099609375,3849.57201171875,3747.339896824049
2021-03-17 00:00:00,^GSPC,3974.1201171875,3855.041416015625,3749.7783938172042
2021-03-18 00:00:00,^GSPC,3915.4599609375,3858.8134130859376,3751.540963680186
2021-03-19 00:00:00,^GSPC,3913.10009765625,3862.1126171875,3753.2415861430923
2021-03-22 00:00:00,^GSPC,3940.590087890625,3864.8486181640624,3755.1931330362954
2021-03-23 00:00:00,^GSPC,3910.52001953125,3866.565419921875,3756.794441144491
2021-03-24 00:00:00,^GSPC,3889.139892578125,3868.356015625,3758.14490493463
2021-03-25 00:00:00,^GSPC,3909.52001953125,3870.5226171875,3759.673946496212
2021-03-26 00:00:00,^GSPC,3974.5400390625,3873.8166162109374,3761.822607421875
2021-03-29 00:00:00,^GSPC,3971.090087890625,3877.3276171875,3763.894562674041
2021-03-30 00:00:00,^GSPC,3958.550048828125,3881.1336181640627,3765.8029497931984
2021-03-31 00:00:00,^GSPC,3972.889892578125,3884.6132177734376,3767.8135026357704
2021-04-01 00:00:00,^GSPC,4019.8701171875,3887.9736181640624,3770.237123929537
2021-04-05 00:00:00,^GSPC,4077.909912109375,3892.4704150390626,3773.1673409598216
2021-04-06 00:00:00,^GSPC,4073.93994140625,3897.119814453125,3776.0048183225235
2021-04-07 00:00:00,^GSPC,4079.949951171875,3901.611611328125,3778.845427040742
2021-04-08 00:00:00,^GSPC,4097.169921875,3906.562607421875,3781.792876066985
2021-04-09 00:00:00,^GSPC,4128.7998046875,3914.123203125,3784.976425870843
2021-04-12 00:00:00,^GSPC,4127.990234375,3920.93541015625,3788.0947332208807
2021-04-13 00:00:00,^GSPC,4141.58984375,3929.4824072265624,3791.279373856278
2021-04-14 00:00:00,^GSPC,4124.66015625,3936.498408203125,3794.2559879847936
2021-04-15 00:00:00,^GSPC,4170.419921875,3943.38060546875,3797.584872355503
2021-04-16 00:00:00,^GSPC,4185.47021484375,3950.486611328125,3800.9873753597863
2021-04-19 00:00:00,^GSPC,4163.259765625,3956.3170068359377,3804.1375700577446
2021-04-20 00:00:00,^GSPC,4134.93994140625,3961.2792041015623,3806.989314638335
2021-04-21 00:00:00,^GSPC,4173.419921875,3966.43580078125,3810.1212001702725
2021-04-22 00:00:00,^GSPC,4134.97998046875,3970.91080078125,3812.8742406812767
2021-04-23 00:00:00,^GSPC,4180.169921875,3976.3166015625,3815.9607590106357
2021-04-26 00:00:00,^GSPC,4187.6201171875,3981.74140625,3819.057920328776
2021-04-27 00:00:00,^GSPC,4186.72021484375,3986.779208984375,3822.0964516884037
2021-04-28 00:00:00,^GSPC,4183.18017578125,3991.7910107421876,3825.0561543449026
2021-04-29 00:00:00,^GSPC,4211.47021484375,3997.3938134765626,3828.1977320725355
2021-04-30 00:00:00,^GSPC,4181.169921875,4002.7378125,3831.0442819902973
2021-05-03 00:00:00,^GSPC,4192.66015625,4008.45681640625,3833.937208984375
2021-05-04 00:00:00,^GSPC,4164.66015625,4014.22001953125,3836.561994280134
2021-05-05 00:00:00,^GSPC,4167.58984375,4019.9444140625,3839.1685127798964
2021-05-06 00:00:00,^GSPC,4201.6201171875,4025.4682177734376,3842.000165939331
2021-05-07 00:00:00,^GSPC,4232.60009765625,4033.53341796875,3845.028072386749
2021-05-10 00:00:00,^GSPC,4188.43017578125,4041.0790234375,3847.669627028245
2021-05-11 00:00:00,^GSPC,4152.10009765625,4046.0846240234373,3849.9935237505965
2021-05-12 00:00:00,^GSPC,4063.0400390625,4049.9396240234373,3851.6075125029593
2021-05-13 00:00:00,^GSPC,4112.5,4055.795224609375,3853.569110153313
2021-05-14 00:00:00,^GSPC,4173.85009765625,4063.9028271484376,3855.959266776469
2021-05-17 00:00:00,^GSPC,4163.2900390625,4070.3298291015626,3858.235791015625
2021-05-18 00:00:00,^GSPC,4127.830078125,4076.4594287109376,3860.2181019502527
2021-05-19 00:00:00,^GSPC,4115.68017578125,4081.2642333984377,3862.082788620552
2021-05-20 00:00:00,^GSPC,4159.1201171875,4086.4704345703126,3864.2352330304575
2021-05-21 00:00:00,^GSPC,4155.85986328125,4090.800830078125,3866.333251953125
2021-05-24 00:00:00,^GSPC,4197.0498046875,4095.8750244140624,3868.6955130440847
2021-05-25 00:00:00,^GSPC,4188.1298828125,4100.258823242188,3870.961005028258
2021-05-26 00:00:00,^GSPC,4195.990234375,4104.924428710938,3873.2499432630943
2021-05-27 00:00:00,^GSPC,4200.8798828125,4109.459624023438,3875.5410617214816
2021-05-28 00:00:00,^GSPC,4204.10986328125,4115.232622070313,3877.8227895100913
2021-06-01 00:00:00,^GSPC,4202.0400390625,4121.011420898438,3880.058770541487
2021-06-02 00:00:00,^GSPC,4208.1201171875,4126.362021484375,3882.30576606646
2021-06-03 00:00:00,^GSPC,4192.85009765625,4132.008623046875,3884.4183125398595
2021-06-04 00:00:00,^GSPC,4229.89013671875,4138.823627929687,3886.7525816221496
2021-06-07 00:00:00,^GSPC,4226.52001953125,4145.163627929687,3889.0328999973785
2021-06-08 00:00:00,^GSPC,4227.259765625,4150.218022460937,3891.2877457682293
2021-06-09 00:00:00,^GSPC,4219.5498046875,4155.187216796875,3893.4616666882243
2021-06-10 00:00:00,^GSPC,4239.18017578125,4160.799819335937,3895.7361305638365
2021-06-11 00:00:00,^GSPC,4247.43994140625,4166.2908203125,3898.034848281761
2021-06-14 00:00:00,^GSPC,4255.14990234375,4170.996416015625,3900.353777204241
2021-06-15 00:00:00,^GSPC,4246.58984375,4174.370014648437,3902.58755827873
2021-06-16 00:00:00,^GSPC,4223.7001953125,4177.365219726563,3904.64597261869
2021-06-17 00:00:00,^GSPC,4221.85986328125,4180.20341796875,3906.6664432598527
2021-06-18 00:00:00,^GSPC,4166.4501953125,4181.5890234375,3908.310644222211
2021-06-21 00:00:00,^GSPC,4224.7900390625,4183.508828125,3910.3010806677476
2021-06-22 00:00:00,^GSPC,4246.43994140625,4185.877822265625,3912.401948547363
2021-06-23 00:00:00,^GSPC,4241.83984375,4187.882822265625,3914.448146654212
2021-06-24 00:00:00,^GSPC,4266.490234375,4190.719423828125,3916.6212459611306
2021-06-25 00:00:00,^GSPC,4280.7001953125,4192.925029296875,3918.854859147335
2021-06-28 00:00:00,^GSPC,4290.60986328125,4195.027822265625,3921.1216579530296
2021-06-29 00:00:00,^GSPC,4291.7998046875,4197.598623046875,3923.368192175663
2021-06-30 00:00:00,^GSPC,4297.5,4200.84982421875,3925.621998246894
2021-07-01 00:00:00,^GSPC,4319.93994140625,4203.780224609375,3927.9831835352734
2021-07-02 00:00:00,^GSPC,4352.33984375,4208.127421875,3930.5091160365514
2021-07-06 00:00:00,^GSPC,4343.5400390625,4211.39482421875,3932.9530859952847
