ticker,start_price,end_price,total_return_percentage
^GSPC,3310.239990234375,6822.33984375,106.09804315931058
AAPL,105.802490234375,271.3999938964844,156.51569570364148
AMZN,150.2239990234375,222.86000061035156,48.35179602400387
GOOGL,80.65968322753906,281.4800109863281,248.97237346231532
MSFT,193.99911499023438,525.760009765625,171.01155064139903
TSLA,133.50332641601562,440.1000061035156,229.6547119223835
